Year,Month,Day,Hour,Minute,DHI,GHI,DNI
2022,1,1,0,0,0,0,0
2022,1,1,1,0,0,0,0
2022,1,1,2,0,0,0,0
2022,1,1,3,0,0,0,0
2022,1,1,4,0,0,0,0
2022,1,1,5,0,0,0,0
2022,1,1,6,0,0,0,0
2022,1,1,7,0,0,0,0
2022,1,1,8,0,0,0,0
2022,1,1,9,0,26,26,0
2022,1,1,10,0,43,44,0
2022,1,1,11,0,46,46,0
2022,1,1,12,0,66,66,0
2022,1,1,13,0,54,54,0
2022,1,1,14,0,40,40,0
2022,1,1,15,0,25,25,0
2022,1,1,16,0,0,0,0
2022,1,1,17,0,0,0,0
2022,1,1,18,0,0,0,0
2022,1,1,19,0,0,0,0
2022,1,1,20,0,0,0,0
2022,1,1,21,0,0,0,0
2022,1,1,22,0,0,0,0
2022,1,1,23,0,0,0,0
2022,1,2,0,0,0,0,0
2022,1,2,1,0,0,0,0
2022,1,2,2,0,0,0,0
2022,1,2,3,0,0,0,0
2022,1,2,4,0,0,0,0
2022,1,2,5,0,0,0,0
2022,1,2,6,0,0,0,0
2022,1,2,7,0,0,0,0
2022,1,2,8,0,0,0,0
2022,1,2,9,0,60,62,15
2022,1,2,10,0,52,176,619
2022,1,2,11,0,150,205,212
2022,1,2,12,0,162,177,54
2022,1,2,13,0,64,254,710
2022,1,2,14,0,52,193,662
2022,1,2,15,0,55,56,4
2022,1,2,16,0,0,0,0
2022,1,2,17,0,0,0,0
2022,1,2,18,0,0,0,0
2022,1,2,19,0,0,0,0
2022,1,2,20,0,0,0,0
2022,1,2,21,0,0,0,0
2022,1,2,22,0,0,0,0
2022,1,2,23,0,0,0,0
2022,1,3,0,0,0,0,0
2022,1,3,1,0,0,0,0
2022,1,3,2,0,0,0,0
2022,1,3,3,0,0,0,0
2022,1,3,4,0,0,0,0
2022,1,3,5,0,0,0,0
2022,1,3,6,0,0,0,0
2022,1,3,7,0,0,0,0
2022,1,3,8,0,0,0,0
2022,1,3,9,0,33,80,445
2022,1,3,10,0,52,178,629
2022,1,3,11,0,164,194,113
2022,1,3,12,0,128,248,421
2022,1,3,13,0,148,218,261
2022,1,3,14,0,56,194,638
2022,1,3,15,0,71,72,10
2022,1,3,16,0,0,0,0
2022,1,3,17,0,0,0,0
2022,1,3,18,0,0,0,0
2022,1,3,19,0,0,0,0
2022,1,3,20,0,0,0,0
2022,1,3,21,0,0,0,0
2022,1,3,22,0,0,0,0
2022,1,3,23,0,0,0,0
2022,1,4,0,0,0,0,0
2022,1,4,1,0,0,0,0
2022,1,4,2,0,0,0,0
2022,1,4,3,0,0,0,0
2022,1,4,4,0,0,0,0
2022,1,4,5,0,0,0,0
2022,1,4,6,0,0,0,0
2022,1,4,7,0,0,0,0
2022,1,4,8,0,0,0,0
2022,1,4,9,0,34,34,0
2022,1,4,10,0,59,59,1
2022,1,4,11,0,167,188,79
2022,1,4,12,0,54,54,0
2022,1,4,13,0,61,266,752
2022,1,4,14,0,52,52,0
2022,1,4,15,0,41,41,1
2022,1,4,16,0,0,0,0
2022,1,4,17,0,0,0,0
2022,1,4,18,0,0,0,0
2022,1,4,19,0,0,0,0
2022,1,4,20,0,0,0,0
2022,1,4,21,0,0,0,0
2022,1,4,22,0,0,0,0
2022,1,4,23,0,0,0,0
2022,1,5,0,0,0,0,0
2022,1,5,1,0,0,0,0
2022,1,5,2,0,0,0,0
2022,1,5,3,0,0,0,0
2022,1,5,4,0,0,0,0
2022,1,5,5,0,0,0,0
2022,1,5,6,0,0,0,0
2022,1,5,7,0,0,0,0
2022,1,5,8,0,0,0,0
2022,1,5,9,0,33,88,511
2022,1,5,10,0,50,192,700
2022,1,5,11,0,58,266,786
2022,1,5,12,0,61,296,813
2022,1,5,13,0,58,278,800
2022,1,5,14,0,97,195,445
2022,1,5,15,0,58,59,3
2022,1,5,16,0,4,4,0
2022,1,5,17,0,0,0,0
2022,1,5,18,0,0,0,0
2022,1,5,19,0,0,0,0
2022,1,5,20,0,0,0,0
2022,1,5,21,0,0,0,0
2022,1,5,22,0,0,0,0
2022,1,5,23,0,0,0,0
2022,1,6,0,0,0,0,0
2022,1,6,1,0,0,0,0
2022,1,6,2,0,0,0,0
2022,1,6,3,0,0,0,0
2022,1,6,4,0,0,0,0
2022,1,6,5,0,0,0,0
2022,1,6,6,0,0,0,0
2022,1,6,7,0,0,0,0
2022,1,6,8,0,0,0,0
2022,1,6,9,0,30,30,0
2022,1,6,10,0,57,57,1
2022,1,6,11,0,61,61,0
2022,1,6,12,0,78,78,1
2022,1,6,13,0,14,14,0
2022,1,6,14,0,44,44,0
2022,1,6,15,0,6,6,0
2022,1,6,16,0,12,16,176
2022,1,6,17,0,0,0,0
2022,1,6,18,0,0,0,0
2022,1,6,19,0,0,0,0
2022,1,6,20,0,0,0,0
2022,1,6,21,0,0,0,0
2022,1,6,22,0,0,0,0
2022,1,6,23,0,0,0,0
2022,1,7,0,0,0,0,0
2022,1,7,1,0,0,0,0
2022,1,7,2,0,0,0,0
2022,1,7,3,0,0,0,0
2022,1,7,4,0,0,0,0
2022,1,7,5,0,0,0,0
2022,1,7,6,0,0,0,0
2022,1,7,7,0,0,0,0
2022,1,7,8,0,0,0,0
2022,1,7,9,0,30,87,530
2022,1,7,10,0,50,51,0
2022,1,7,11,0,76,76,1
2022,1,7,12,0,185,189,14
2022,1,7,13,0,46,46,0
2022,1,7,14,0,53,53,0
2022,1,7,15,0,34,34,0
2022,1,7,16,0,7,7,0
2022,1,7,17,0,0,0,0
2022,1,7,18,0,0,0,0
2022,1,7,19,0,0,0,0
2022,1,7,20,0,0,0,0
2022,1,7,21,0,0,0,0
2022,1,7,22,0,0,0,0
2022,1,7,23,0,0,0,0
2022,1,8,0,0,0,0,0
2022,1,8,1,0,0,0,0
2022,1,8,2,0,0,0,0
2022,1,8,3,0,0,0,0
2022,1,8,4,0,0,0,0
2022,1,8,5,0,0,0,0
2022,1,8,6,0,0,0,0
2022,1,8,7,0,0,0,0
2022,1,8,8,0,0,0,0
2022,1,8,9,0,35,35,0
2022,1,8,10,0,127,136,42
2022,1,8,11,0,171,197,94
2022,1,8,12,0,139,250,373
2022,1,8,13,0,128,241,402
2022,1,8,14,0,109,193,369
2022,1,8,15,0,38,38,0
2022,1,8,16,0,6,6,0
2022,1,8,17,0,0,0,0
2022,1,8,18,0,0,0,0
2022,1,8,19,0,0,0,0
2022,1,8,20,0,0,0,0
2022,1,8,21,0,0,0,0
2022,1,8,22,0,0,0,0
2022,1,8,23,0,0,0,0
2022,1,9,0,0,0,0,0
2022,1,9,1,0,0,0,0
2022,1,9,2,0,0,0,0
2022,1,9,3,0,0,0,0
2022,1,9,4,0,0,0,0
2022,1,9,5,0,0,0,0
2022,1,9,6,0,0,0,0
2022,1,9,7,0,0,0,0
2022,1,9,8,0,0,0,0
2022,1,9,9,0,27,27,0
2022,1,9,10,0,51,52,0
2022,1,9,11,0,85,85,2
2022,1,9,12,0,144,148,14
2022,1,9,13,0,161,219,206
2022,1,9,14,0,129,135,26
2022,1,9,15,0,80,83,19
2022,1,9,16,0,8,8,0
2022,1,9,17,0,0,0,0
2022,1,9,18,0,0,0,0
2022,1,9,19,0,0,0,0
2022,1,9,20,0,0,0,0
2022,1,9,21,0,0,0,0
2022,1,9,22,0,0,0,0
2022,1,9,23,0,0,0,0
2022,1,10,0,0,0,0,0
2022,1,10,1,0,0,0,0
2022,1,10,2,0,0,0,0
2022,1,10,3,0,0,0,0
2022,1,10,4,0,0,0,0
2022,1,10,5,0,0,0,0
2022,1,10,6,0,0,0,0
2022,1,10,7,0,0,0,0
2022,1,10,8,0,0,0,0
2022,1,10,9,0,33,91,513
2022,1,10,10,0,40,40,0
2022,1,10,11,0,92,93,2
2022,1,10,12,0,78,78,1
2022,1,10,13,0,153,161,30
2022,1,10,14,0,51,218,716
2022,1,10,15,0,38,123,582
2022,1,10,16,0,11,11,0
2022,1,10,17,0,0,0,0
2022,1,10,18,0,0,0,0
2022,1,10,19,0,0,0,0
2022,1,10,20,0,0,0,0
2022,1,10,21,0,0,0,0
2022,1,10,22,0,0,0,0
2022,1,10,23,0,0,0,0
2022,1,11,0,0,0,0,0
2022,1,11,1,0,0,0,0
2022,1,11,2,0,0,0,0
2022,1,11,3,0,0,0,0
2022,1,11,4,0,0,0,0
2022,1,11,5,0,0,0,0
2022,1,11,6,0,0,0,0
2022,1,11,7,0,0,0,0
2022,1,11,8,0,0,0,0
2022,1,11,9,0,34,34,1
2022,1,11,10,0,59,59,1
2022,1,11,11,0,66,66,1
2022,1,11,12,0,59,59,0
2022,1,11,13,0,72,72,1
2022,1,11,14,0,70,71,1
2022,1,11,15,0,29,29,0
2022,1,11,16,0,8,8,0
2022,1,11,17,0,0,0,0
2022,1,11,18,0,0,0,0
2022,1,11,19,0,0,0,0
2022,1,11,20,0,0,0,0
2022,1,11,21,0,0,0,0
2022,1,11,22,0,0,0,0
2022,1,11,23,0,0,0,0
2022,1,12,0,0,0,0,0
2022,1,12,1,0,0,0,0
2022,1,12,2,0,0,0,0
2022,1,12,3,0,0,0,0
2022,1,12,4,0,0,0,0
2022,1,12,5,0,0,0,0
2022,1,12,6,0,0,0,0
2022,1,12,7,0,0,0,0
2022,1,12,8,0,0,0,0
2022,1,12,9,0,25,25,0
2022,1,12,10,0,55,55,1
2022,1,12,11,0,95,258,583
2022,1,12,12,0,139,239,328
2022,1,12,13,0,106,241,462
2022,1,12,14,0,137,159,90
2022,1,12,15,0,81,86,37
2022,1,12,16,0,10,10,0
2022,1,12,17,0,0,0,0
2022,1,12,18,0,0,0,0
2022,1,12,19,0,0,0,0
2022,1,12,20,0,0,0,0
2022,1,12,21,0,0,0,0
2022,1,12,22,0,0,0,0
2022,1,12,23,0,0,0,0
2022,1,13,0,0,0,0,0
2022,1,13,1,0,0,0,0
2022,1,13,2,0,0,0,0
2022,1,13,3,0,0,0,0
2022,1,13,4,0,0,0,0
2022,1,13,5,0,0,0,0
2022,1,13,6,0,0,0,0
2022,1,13,7,0,0,0,0
2022,1,13,8,0,0,0,0
2022,1,13,9,0,61,62,12
2022,1,13,10,0,120,127,32
2022,1,13,11,0,56,267,748
2022,1,13,12,0,111,111,0
2022,1,13,13,0,59,282,754
2022,1,13,14,0,53,222,698
2022,1,13,15,0,39,129,580
2022,1,13,16,0,16,28,284
2022,1,13,17,0,0,0,0
2022,1,13,18,0,0,0,0
2022,1,13,19,0,0,0,0
2022,1,13,20,0,0,0,0
2022,1,13,21,0,0,0,0
2022,1,13,22,0,0,0,0
2022,1,13,23,0,0,0,0
2022,1,14,0,0,0,0,0
2022,1,14,1,0,0,0,0
2022,1,14,2,0,0,0,0
2022,1,14,3,0,0,0,0
2022,1,14,4,0,0,0,0
2022,1,14,5,0,0,0,0
2022,1,14,6,0,0,0,0
2022,1,14,7,0,0,0,0
2022,1,14,8,0,0,0,0
2022,1,14,9,0,33,33,0
2022,1,14,10,0,59,59,1
2022,1,14,11,0,152,160,28
2022,1,14,12,0,149,157,28
2022,1,14,13,0,160,169,32
2022,1,14,14,0,51,51,0
2022,1,14,15,0,32,32,0
2022,1,14,16,0,11,11,0
2022,1,14,17,0,0,0,0
2022,1,14,18,0,0,0,0
2022,1,14,19,0,0,0,0
2022,1,14,20,0,0,0,0
2022,1,14,21,0,0,0,0
2022,1,14,22,0,0,0,0
2022,1,14,23,0,0,0,0
2022,1,15,0,0,0,0,0
2022,1,15,1,0,0,0,0
2022,1,15,2,0,0,0,0
2022,1,15,3,0,0,0,0
2022,1,15,4,0,0,0,0
2022,1,15,5,0,0,0,0
2022,1,15,6,0,0,0,0
2022,1,15,7,0,0,0,0
2022,1,15,8,0,0,0,0
2022,1,15,9,0,62,63,10
2022,1,15,10,0,113,172,265
2022,1,15,11,0,171,207,124
2022,1,15,12,0,102,103,3
2022,1,15,13,0,158,159,5
2022,1,15,14,0,117,120,14
2022,1,15,15,0,39,139,614
2022,1,15,16,0,22,22,1
2022,1,15,17,0,0,0,0
2022,1,15,18,0,0,0,0
2022,1,15,19,0,0,0,0
2022,1,15,20,0,0,0,0
2022,1,15,21,0,0,0,0
2022,1,15,22,0,0,0,0
2022,1,15,23,0,0,0,0
2022,1,16,0,0,0,0,0
2022,1,16,1,0,0,0,0
2022,1,16,2,0,0,0,0
2022,1,16,3,0,0,0,0
2022,1,16,4,0,0,0,0
2022,1,16,5,0,0,0,0
2022,1,16,6,0,0,0,0
2022,1,16,7,0,0,0,0
2022,1,16,8,0,0,0,0
2022,1,16,9,0,52,52,3
2022,1,16,10,0,106,176,311
2022,1,16,11,0,64,64,0
2022,1,16,12,0,77,77,1
2022,1,16,13,0,61,61,1
2022,1,16,14,0,44,44,0
2022,1,16,15,0,24,24,0
2022,1,16,16,0,11,11,0
2022,1,16,17,0,0,0,0
2022,1,16,18,0,0,0,0
2022,1,16,19,0,0,0,0
2022,1,16,20,0,0,0,0
2022,1,16,21,0,0,0,0
2022,1,16,22,0,0,0,0
2022,1,16,23,0,0,0,0
2022,1,17,0,0,0,0,0
2022,1,17,1,0,0,0,0
2022,1,17,2,0,0,0,0
2022,1,17,3,0,0,0,0
2022,1,17,4,0,0,0,0
2022,1,17,5,0,0,0,0
2022,1,17,6,0,0,0,0
2022,1,17,7,0,0,0,0
2022,1,17,8,0,0,0,0
2022,1,17,9,0,47,47,2
2022,1,17,10,0,129,137,37
2022,1,17,11,0,54,283,781
2022,1,17,12,0,58,314,799
2022,1,17,13,0,43,43,0
2022,1,17,14,0,30,30,0
2022,1,17,15,0,39,144,615
2022,1,17,16,0,19,19,0
2022,1,17,17,0,0,0,0
2022,1,17,18,0,0,0,0
2022,1,17,19,0,0,0,0
2022,1,17,20,0,0,0,0
2022,1,17,21,0,0,0,0
2022,1,17,22,0,0,0,0
2022,1,17,23,0,0,0,0
2022,1,18,0,0,0,0,0
2022,1,18,1,0,0,0,0
2022,1,18,2,0,0,0,0
2022,1,18,3,0,0,0,0
2022,1,18,4,0,0,0,0
2022,1,18,5,0,0,0,0
2022,1,18,6,0,0,0,0
2022,1,18,7,0,0,0,0
2022,1,18,8,0,0,0,0
2022,1,18,9,0,48,48,3
2022,1,18,10,0,67,67,1
2022,1,18,11,0,55,298,821
2022,1,18,12,0,59,332,844
2022,1,18,13,0,59,318,830
2022,1,18,14,0,146,147,4
2022,1,18,15,0,41,156,662
2022,1,18,16,0,30,30,4
2022,1,18,17,0,0,0,0
2022,1,18,18,0,0,0,0
2022,1,18,19,0,0,0,0
2022,1,18,20,0,0,0,0
2022,1,18,21,0,0,0,0
2022,1,18,22,0,0,0,0
2022,1,18,23,0,0,0,0
2022,1,19,0,0,0,0,0
2022,1,19,1,0,0,0,0
2022,1,19,2,0,0,0,0
2022,1,19,3,0,0,0,0
2022,1,19,4,0,0,0,0
2022,1,19,5,0,0,0,0
2022,1,19,6,0,0,0,0
2022,1,19,7,0,0,0,0
2022,1,19,8,0,0,0,0
2022,1,19,9,0,38,38,0
2022,1,19,10,0,135,176,179
2022,1,19,11,0,73,73,1
2022,1,19,12,0,103,103,2
2022,1,19,13,0,190,204,45
2022,1,19,14,0,149,157,27
2022,1,19,15,0,44,44,0
2022,1,19,16,0,15,15,0
2022,1,19,17,0,0,0,0
2022,1,19,18,0,0,0,0
2022,1,19,19,0,0,0,0
2022,1,19,20,0,0,0,0
2022,1,19,21,0,0,0,0
2022,1,19,22,0,0,0,0
2022,1,19,23,0,0,0,0
2022,1,20,0,0,0,0,0
2022,1,20,1,0,0,0,0
2022,1,20,2,0,0,0,0
2022,1,20,3,0,0,0,0
2022,1,20,4,0,0,0,0
2022,1,20,5,0,0,0,0
2022,1,20,6,0,0,0,0
2022,1,20,7,0,0,0,0
2022,1,20,8,0,0,0,0
2022,1,20,9,0,33,109,564
2022,1,20,10,0,44,217,734
2022,1,20,11,0,166,179,42
2022,1,20,12,0,189,258,211
2022,1,20,13,0,143,146,10
2022,1,20,14,0,154,178,89
2022,1,20,15,0,37,159,672
2022,1,20,16,0,19,47,423
2022,1,20,17,0,0,0,0
2022,1,20,18,0,0,0,0
2022,1,20,19,0,0,0,0
2022,1,20,20,0,0,0,0
2022,1,20,21,0,0,0,0
2022,1,20,22,0,0,0,0
2022,1,20,23,0,0,0,0
2022,1,21,0,0,0,0,0
2022,1,21,1,0,0,0,0
2022,1,21,2,0,0,0,0
2022,1,21,3,0,0,0,0
2022,1,21,4,0,0,0,0
2022,1,21,5,0,0,0,0
2022,1,21,6,0,0,0,0
2022,1,21,7,0,0,0,0
2022,1,21,8,0,0,0,0
2022,1,21,9,0,34,113,571
2022,1,21,10,0,101,205,435
2022,1,21,11,0,55,303,810
2022,1,21,12,0,59,339,838
2022,1,21,13,0,59,326,825
2022,1,21,14,0,54,265,776
2022,1,21,15,0,42,166,668
2022,1,21,16,0,23,51,408
2022,1,21,17,0,0,0,0
2022,1,21,18,0,0,0,0
2022,1,21,19,0,0,0,0
2022,1,21,20,0,0,0,0
2022,1,21,21,0,0,0,0
2022,1,21,22,0,0,0,0
2022,1,21,23,0,0,0,0
2022,1,22,0,0,0,0,0
2022,1,22,1,0,0,0,0
2022,1,22,2,0,0,0,0
2022,1,22,3,0,0,0,0
2022,1,22,4,0,0,0,0
2022,1,22,5,0,0,0,0
2022,1,22,6,0,0,0,0
2022,1,22,7,0,0,0,0
2022,1,22,8,0,0,0,0
2022,1,22,9,0,35,118,594
2022,1,22,10,0,61,61,0
2022,1,22,11,0,131,274,463
2022,1,22,12,0,97,98,1
2022,1,22,13,0,170,275,320
2022,1,22,14,0,72,72,1
2022,1,22,15,0,74,75,4
2022,1,22,16,0,35,35,3
2022,1,22,17,0,0,0,0
2022,1,22,18,0,0,0,0
2022,1,22,19,0,0,0,0
2022,1,22,20,0,0,0,0
2022,1,22,21,0,0,0,0
2022,1,22,22,0,0,0,0
2022,1,22,23,0,0,0,0
2022,1,23,0,0,0,0,0
2022,1,23,1,0,0,0,0
2022,1,23,2,0,0,0,0
2022,1,23,3,0,0,0,0
2022,1,23,4,0,0,0,0
2022,1,23,5,0,0,0,0
2022,1,23,6,0,0,0,0
2022,1,23,7,0,0,0,0
2022,1,23,8,0,7,7,0
2022,1,23,9,0,83,88,31
2022,1,23,10,0,49,232,745
2022,1,23,11,0,179,249,224
2022,1,23,12,0,140,301,471
2022,1,23,13,0,113,113,0
2022,1,23,14,0,66,66,1
2022,1,23,15,0,98,101,13
2022,1,23,16,0,27,27,0
2022,1,23,17,0,0,0,0
2022,1,23,18,0,0,0,0
2022,1,23,19,0,0,0,0
2022,1,23,20,0,0,0,0
2022,1,23,21,0,0,0,0
2022,1,23,22,0,0,0,0
2022,1,23,23,0,0,0,0
2022,1,24,0,0,0,0,0
2022,1,24,1,0,0,0,0
2022,1,24,2,0,0,0,0
2022,1,24,3,0,0,0,0
2022,1,24,4,0,0,0,0
2022,1,24,5,0,0,0,0
2022,1,24,6,0,0,0,0
2022,1,24,7,0,0,0,0
2022,1,24,8,0,9,9,0
2022,1,24,9,0,35,126,622
2022,1,24,10,0,49,240,767
2022,1,24,11,0,57,320,833
2022,1,24,12,0,59,356,858
2022,1,24,13,0,58,342,850
2022,1,24,14,0,52,283,815
2022,1,24,15,0,42,182,714
2022,1,24,16,0,24,63,480
2022,1,24,17,0,0,0,0
2022,1,24,18,0,0,0,0
2022,1,24,19,0,0,0,0
2022,1,24,20,0,0,0,0
2022,1,24,21,0,0,0,0
2022,1,24,22,0,0,0,0
2022,1,24,23,0,0,0,0
2022,1,25,0,0,0,0,0
2022,1,25,1,0,0,0,0
2022,1,25,2,0,0,0,0
2022,1,25,3,0,0,0,0
2022,1,25,4,0,0,0,0
2022,1,25,5,0,0,0,0
2022,1,25,6,0,0,0,0
2022,1,25,7,0,0,0,0
2022,1,25,8,0,13,19,242
2022,1,25,9,0,37,128,606
2022,1,25,10,0,131,197,259
2022,1,25,11,0,181,242,189
2022,1,25,12,0,61,355,842
2022,1,25,13,0,90,91,1
2022,1,25,14,0,126,129,10
2022,1,25,15,0,119,144,122
2022,1,25,16,0,26,26,0
2022,1,25,17,0,0,0,0
2022,1,25,18,0,0,0,0
2022,1,25,19,0,0,0,0
2022,1,25,20,0,0,0,0
2022,1,25,21,0,0,0,0
2022,1,25,22,0,0,0,0
2022,1,25,23,0,0,0,0
2022,1,26,0,0,0,0,0
2022,1,26,1,0,0,0,0
2022,1,26,2,0,0,0,0
2022,1,26,3,0,0,0,0
2022,1,26,4,0,0,0,0
2022,1,26,5,0,0,0,0
2022,1,26,6,0,0,0,0
2022,1,26,7,0,0,0,0
2022,1,26,8,0,11,11,0
2022,1,26,9,0,37,133,628
2022,1,26,10,0,89,89,0
2022,1,26,11,0,157,157,2
2022,1,26,12,0,46,46,0
2022,1,26,13,0,84,84,0
2022,1,26,14,0,53,53,0
2022,1,26,15,0,11,11,0
2022,1,26,16,0,26,26,0
2022,1,26,17,0,0,0,0
2022,1,26,18,0,0,0,0
2022,1,26,19,0,0,0,0
2022,1,26,20,0,0,0,0
2022,1,26,21,0,0,0,0
2022,1,26,22,0,0,0,0
2022,1,26,23,0,0,0,0
2022,1,27,0,0,0,0,0
2022,1,27,1,0,0,0,0
2022,1,27,2,0,0,0,0
2022,1,27,3,0,0,0,0
2022,1,27,4,0,0,0,0
2022,1,27,5,0,0,0,0
2022,1,27,6,0,0,0,0
2022,1,27,7,0,0,0,0
2022,1,27,8,0,14,23,295
2022,1,27,9,0,39,141,651
2022,1,27,10,0,107,107,0
2022,1,27,11,0,159,160,1
2022,1,27,12,0,65,381,881
2022,1,27,13,0,24,24,0
2022,1,27,14,0,185,188,10
2022,1,27,15,0,46,201,741
2022,1,27,16,0,27,76,521
2022,1,27,17,0,0,0,0
2022,1,27,18,0,0,0,0
2022,1,27,19,0,0,0,0
2022,1,27,20,0,0,0,0
2022,1,27,21,0,0,0,0
2022,1,27,22,0,0,0,0
2022,1,27,23,0,0,0,0
2022,1,28,0,0,0,0,0
2022,1,28,1,0,0,0,0
2022,1,28,2,0,0,0,0
2022,1,28,3,0,0,0,0
2022,1,28,4,0,0,0,0
2022,1,28,5,0,0,0,0
2022,1,28,6,0,0,0,0
2022,1,28,7,0,0,0,0
2022,1,28,8,0,15,15,1
2022,1,28,9,0,39,39,0
2022,1,28,10,0,68,68,1
2022,1,28,11,0,96,96,1
2022,1,28,12,0,106,106,1
2022,1,28,13,0,107,107,1
2022,1,28,14,0,81,81,1
2022,1,28,15,0,53,53,0
2022,1,28,16,0,26,26,0
2022,1,28,17,0,0,0,0
2022,1,28,18,0,0,0,0
2022,1,28,19,0,0,0,0
2022,1,28,20,0,0,0,0
2022,1,28,21,0,0,0,0
2022,1,28,22,0,0,0,0
2022,1,28,23,0,0,0,0
2022,1,29,0,0,0,0,0
2022,1,29,1,0,0,0,0
2022,1,29,2,0,0,0,0
2022,1,29,3,0,0,0,0
2022,1,29,4,0,0,0,0
2022,1,29,5,0,0,0,0
2022,1,29,6,0,0,0,0
2022,1,29,7,0,0,0,0
2022,1,29,8,0,10,10,0
2022,1,29,9,0,42,42,0
2022,1,29,10,0,69,69,1
2022,1,29,11,0,119,119,2
2022,1,29,12,0,121,121,1
2022,1,29,13,0,122,122,2
2022,1,29,14,0,92,93,1
2022,1,29,15,0,54,54,0
2022,1,29,16,0,25,25,0
2022,1,29,17,0,0,0,0
2022,1,29,18,0,0,0,0
2022,1,29,19,0,0,0,0
2022,1,29,20,0,0,0,0
2022,1,29,21,0,0,0,0
2022,1,29,22,0,0,0,0
2022,1,29,23,0,0,0,0
2022,1,30,0,0,0,0,0
2022,1,30,1,0,0,0,0
2022,1,30,2,0,0,0,0
2022,1,30,3,0,0,0,0
2022,1,30,4,0,0,0,0
2022,1,30,5,0,0,0,0
2022,1,30,6,0,0,0,0
2022,1,30,7,0,0,0,0
2022,1,30,8,0,14,14,0
2022,1,30,9,0,95,106,70
2022,1,30,10,0,103,105,8
2022,1,30,11,0,178,266,258
2022,1,30,12,0,176,317,382
2022,1,30,13,0,100,100,1
2022,1,30,14,0,63,63,0
2022,1,30,15,0,121,126,24
2022,1,30,16,0,38,38,1
2022,1,30,17,0,0,0,0
2022,1,30,18,0,0,0,0
2022,1,30,19,0,0,0,0
2022,1,30,20,0,0,0,0
2022,1,30,21,0,0,0,0
2022,1,30,22,0,0,0,0
2022,1,30,23,0,0,0,0
2022,1,31,0,0,0,0,0
2022,1,31,1,0,0,0,0
2022,1,31,2,0,0,0,0
2022,1,31,3,0,0,0,0
2022,1,31,4,0,0,0,0
2022,1,31,5,0,0,0,0
2022,1,31,6,0,0,0,0
2022,1,31,7,0,0,0,0
2022,1,31,8,0,17,17,0
2022,1,31,9,0,92,95,15
2022,1,31,10,0,119,251,483
2022,1,31,11,0,159,163,12
2022,1,31,12,0,209,333,329
2022,1,31,13,0,61,381,876
2022,1,31,14,0,18,18,0
2022,1,31,15,0,56,56,0
2022,1,31,16,0,30,88,534
2022,1,31,17,0,0,0,0
2022,1,31,18,0,0,0,0
2022,1,31,19,0,0,0,0
2022,1,31,20,0,0,0,0
2022,1,31,21,0,0,0,0
2022,1,31,22,0,0,0,0
2022,1,31,23,0,0,0,0
2022,2,1,0,0,0,0,0
2022,2,1,1,0,0,0,0
2022,2,1,2,0,0,0,0
2022,2,1,3,0,0,0,0
2022,2,1,4,0,0,0,0
2022,2,1,5,0,0,0,0
2022,2,1,6,0,0,0,0
2022,2,1,7,0,0,0,0
2022,2,1,8,0,19,35,345
2022,2,1,9,0,106,121,87
2022,2,1,10,0,57,283,808
2022,2,1,11,0,174,175,1
2022,2,1,12,0,256,263,17
2022,2,1,13,0,63,399,908
2022,2,1,14,0,58,336,870
2022,2,1,15,0,47,230,787
2022,2,1,16,0,31,101,608
2022,2,1,17,0,0,0,0
2022,2,1,18,0,0,0,0
2022,2,1,19,0,0,0,0
2022,2,1,20,0,0,0,0
2022,2,1,21,0,0,0,0
2022,2,1,22,0,0,0,0
2022,2,1,23,0,0,0,0
2022,2,2,0,0,0,0,0
2022,2,2,1,0,0,0,0
2022,2,2,2,0,0,0,0
2022,2,2,3,0,0,0,0
2022,2,2,4,0,0,0,0
2022,2,2,5,0,0,0,0
2022,2,2,6,0,0,0,0
2022,2,2,7,0,0,0,0
2022,2,2,8,0,20,36,314
2022,2,2,9,0,108,130,119
2022,2,2,10,0,178,208,107
2022,2,2,11,0,133,134,3
2022,2,2,12,0,134,384,648
2022,2,2,13,0,117,117,2
2022,2,2,14,0,91,91,1
2022,2,2,15,0,56,56,0
2022,2,2,16,0,28,28,0
2022,2,2,17,0,0,0,0
2022,2,2,18,0,0,0,0
2022,2,2,19,0,0,0,0
2022,2,2,20,0,0,0,0
2022,2,2,21,0,0,0,0
2022,2,2,22,0,0,0,0
2022,2,2,23,0,0,0,0
2022,2,3,0,0,0,0,0
2022,2,3,1,0,0,0,0
2022,2,3,2,0,0,0,0
2022,2,3,3,0,0,0,0
2022,2,3,4,0,0,0,0
2022,2,3,5,0,0,0,0
2022,2,3,6,0,0,0,0
2022,2,3,7,0,0,0,0
2022,2,3,8,0,14,14,0
2022,2,3,9,0,41,41,0
2022,2,3,10,0,58,281,773
2022,2,3,11,0,65,365,835
2022,2,3,12,0,241,247,16
2022,2,3,13,0,228,319,241
2022,2,3,14,0,146,146,1
2022,2,3,15,0,129,134,21
2022,2,3,16,0,32,98,530
2022,2,3,17,0,0,0,0
2022,2,3,18,0,0,0,0
2022,2,3,19,0,0,0,0
2022,2,3,20,0,0,0,0
2022,2,3,21,0,0,0,0
2022,2,3,22,0,0,0,0
2022,2,3,23,0,0,0,0
2022,2,4,0,0,0,0,0
2022,2,4,1,0,0,0,0
2022,2,4,2,0,0,0,0
2022,2,4,3,0,0,0,0
2022,2,4,4,0,0,0,0
